AddaJo00,2006,clt,10,buf,0,0,0,0,0,13,78,7,46,1,
AddaJo00,2006,clt,11,dal,0,0,0,0,0,13,50,1,7,0,
AddaJo00,2006,clt,12,phi,0,0,0,0,0,24,171,2,37,4,
AddaJo00,2006,clt,13,oti,0,0,0,0,0,16,56,1,11,0,
AddaJo00,2006,clt,14,jax,0,0,0,0,0,11,22,1,14,0,
AddaJo00,2006,clt,15,cin,0,0,0,0,0,8,50,2,29,0,
AddaJo00,2006,clt,16,htx,0,0,0,0,0,15,100,4,8,0,
AddaJo00,2006,clt,17,mia,0,0,0,0,0,21,64,3,29,0,
AddaJo00,2006,clt,1,nyg,0,0,0,0,0,7,26,3,22,0,
AddaJo00,2006,clt,2,htx,0,0,0,0,0,16,82,2,22,1,
AddaJo00,2006,clt,3,jax,0,0,0,0,0,3,15,3,13,0,
AddaJo00,2006,clt,4,nyj,0,0,0,0,0,20,84,3,15,1,
AddaJo00,2006,clt,5,oti,0,0,0,0,0,13,62,2,15,0,
AddaJo00,2006,clt,7,was,0,0,0,0,0,11,85,1,20,0,
AddaJo00,2006,clt,8,den,0,0,0,0,0,17,93,5,37,0,
AddaJo00,2006,clt,9,nwe,0,0,0,0,0,18,43,0,0,1,
AdkiJa00,2006,rai,13,htx,0,0,0,0,0,0,0,0,0,0,
AdkiJa00,2006,rai,2,rav,0,0,0,0,0,0,0,0,0,0,
AdkiJa00,2006,rai,5,sfo,0,0,0,0,0,0,0,1,9,0,
AikeSa00,2006,buf,10,clt,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,11,htx,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,12,jax,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,13,sdg,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,14,nyj,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,15,mia,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,16,oti,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,17,rav,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,1,nwe,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,2,mia,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,3,nyj,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,4,min,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,5,chi,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,6,det,0,0,0,0,0,0,0,0,0,0,
AikeSa00,2006,buf,7,nwe,0,0,0,0,0,0,0,0,0,0,
AlcoZa00,2006,gnb,11,nwe,0,0,0,0,0,0,0,0,0,0,
AlcoZa00,2006,gnb,12,sea,0,0,0,0,0,0,0,0,0,0,
AlcoZa00,2006,gnb,13,nyj,0,0,0,0,0,0,0,0,0,0,
AlcoZa00,2006,gnb,14,sfo,0,0,0,0,0,0,0,0,0,0,
AlcoZa00,2006,gnb,16,min,0,0,0,0,0,0,0,0,0,0,
AlcoZa00,2006,gnb,17,chi,0,0,0,0,0,0,0,0,0,0,
AlexRi00,2006,jax,9,oti,0,0,0,0,0,3,5,0,0,0,
AlexSh00,2006,sea,11,sfo,0,0,0,0,0,17,37,1,2,0,
AlexSh00,2006,sea,12,gnb,0,0,0,0,0,40,201,0,0,0,
AlexSh00,2006,sea,13,den,0,0,0,0,0,26,90,1,2,1,
AlexSh00,2006,sea,14,crd,0,0,0,0,0,22,76,2,6,0,
AlexSh00,2006,sea,15,sfo,0,0,0,0,0,23,73,0,0,1,
AlexSh00,2006,sea,16,sdg,0,0,0,0,0,31,140,2,2,2,
AlexSh00,2006,sea,17,tam,0,0,0,0,0,28,92,1,14,1,
AlexSh00,2006,sea,1,det,0,0,0,0,0,19,51,2,1,0,
AlexSh00,2006,sea,2,crd,0,0,0,0,0,26,89,1,9,1,
AlexSh00,2006,sea,3,nyg,0,0,0,0,0,20,47,2,12,1,
AlexSt00,2006,den,10,rai,0,0,0,0,0,0,0,6,49,0,
AlexSt00,2006,den,11,sdg,0,0,0,0,0,0,0,1,4,0,
AlexSt00,2006,den,12,kan,0,0,0,0,0,0,0,3,19,1,
AlexSt00,2006,den,13,sea,0,0,0,0,0,0,0,2,16,1,
AlexSt00,2006,den,14,sdg,0,0,0,0,0,0,0,1,16,0,
AlexSt00,2006,den,15,crd,0,0,0,0,0,0,0,0,0,0,
